"b'RT @tennislifenews: When you get the opportunity to cross something off the bucket list, the honeymoon has to be postponed. The less fun pa\xe2\x80\xa6'"
"b'When you get the opportunity to cross something off the bucket list, the honeymoon has to be postponed. The less fu\xe2\x80\xa6 https://t.co/G8jCnJHYIW'"
b'RT @TCUWomensTennis: Welcome to the #FrogFam Ellie &amp; Addy!\n\n\xf0\x9f\x93\xb0: https://t.co/HBKWGn8wEZ\n#GoFrogs https://t.co/xNNBSRaWeb'
"b""RT @tennislifenews: If you're going to make a tennis movie, who better to play their own stunt doubles than ... the actual players themselv\xe2\x80\xa6"""
"b""If you're going to make a tennis movie, who better to play their own stunt doubles than ... the actual players them\xe2\x80\xa6 https://t.co/H72Txypo7x"""
b'RT @TheNewDailyAu: Former Tennis Australia pair face sanctions over TV deal: https://t.co/c0MLgiPT9A https://t.co/3QlYrmrYK7'
b'RT @NSUDemonsWTN: Skyba becomes first ranked singles player since 2010 https://t.co/YXN50OeVlK'
b'RT @GoBearcatsWTEN: Welcome to the #Bearcats Kelli!\n\n\xf0\x9f\x93\x9d: https://t.co/ih9zgWi7Ti https://t.co/MufqPiSrO7'
b'RT @TCUWomensTennis: Welcome to the #FrogFam Ellie &amp; Addy!\n\n\xf0\x9f\x93\xb0: https://t.co/HBKWGn8wEZ\n#GoFrogs https://t.co/xNNBSRaWeb'
b'RT @TennisAustralia: \xf0\x9f\x8e\xbe Congratulations to all of our 2018 Australian National Wheelchair Tennis Championships winners and competitors on a\xe2\x80\xa6'
b'\xf0\x9f\x8e\xbe Congratulations to all of our 2018 Australian National Wheelchair Tennis Championships winners and competitors on\xe2\x80\xa6 https://t.co/UKJ1WuntoO'
b'RT @NSUDemonsWTN: Skyba becomes first ranked singles player since 2010 https://t.co/YXN50OeVlK'
b'RT @TCUWomensTennis: Welcome to the #FrogFam Ellie &amp; Addy!\n\n\xf0\x9f\x93\xb0: https://t.co/HBKWGn8wEZ\n#GoFrogs https://t.co/xNNBSRaWeb'
b'RT @floydhe: Sascha #Zverev is the next great #tennis superstar https://t.co/wE5e9qCgmJ'
b'Sascha #Zverev is the next great #tennis superstar https://t.co/wE5e9qCgmJ'
b'RT @TCUWomensTennis: Welcome to the #FrogFam Ellie &amp; Addy!\n\n\xf0\x9f\x93\xb0: https://t.co/HBKWGn8wEZ\n#GoFrogs https://t.co/xNNBSRaWeb'
b'Tribute: John T.L. Jones Jr. (1934-2018) https://t.co/8WCjuJqmIO'
b'RT @OSHStennis: Congrats to Cady for choosing further her academic and athletic careers at Washburn University!! #GoBods\nhttps://t.co/702g7\xe2\x80\xa6'
b'Zverev: Against Roger Federer I have done everything by the\xc2\xa0rules https://t.co/hY9ImWbZvv https://t.co/BiJnTIFFhP'
b'RT @troywjohnston: Asic takes action against two former Tennis Australia directors\n\nCorporate regulator says Harold Mitchell and Stephen He\xe2\x80\xa6'
b'Comparing Zverev With The Big 4 At The Same Age (Rafa Rules!) https://t.co/WBE6DofRPV'
"b""RT @CalPolyWTennis: We'd like to welcome Delanie Dunkle and Melissa LaMette to the Cal Poly women's tennis family! #RideHigh\n\nhttps://t.co/\xe2\x80\xa6"""
b'Novak Djokovic: I Hope Zverev Passes Me Someday https://t.co/ABoyckneeS'
b'No. 25 is just the start!!\n\n#NAUStrong\xe2\x9a\x92\xef\xb8\x8f\xf0\x9f\x8c\xb2\xf0\x9f\x92\xaa  #LumberjackCountry\n\nhttps://t.co/a7vWZY1SdT'
b'RT @troywjohnston: Asic takes action against two former Tennis Australia directors\n\nCorporate regulator says Harold Mitchell and Stephen He\xe2\x80\xa6'
b'Tiger Tennis Players in Initial Regional Rankings https://t.co/WZtk3v3Fqt'
"b""Alexander Zverev: Winning The ATP Finals, Beating Federer Then Djokovic, It's Astonishing! https://t.co/Ig734X0sCD"""
b'RT @ACUsports: TRIBUTE | John T.L. Jones Jr. (1934-2018) https://t.co/5BMA2QgN1f'
b'Tennis coach in Delaware sentenced to three years for sex crimes - The News Journal https://t.co/R73QdCisiE'
b'TRIBUTE | John T.L. Jones Jr. (1934-2018) https://t.co/5BMA2QgN1f'
