BATHRM	ROOMS
2	10
3	11
5	20
1	5
1	8
2	11
2	8
3	8
3	8
1	9
1	9
2	10
1	8
2	8
2	7
3	9
3	7
2	7
3	7
3	10
3	8
3	6
4	14
3	10
3	10
3	9
3	11
4	8
2	7
2	6
1	6
3	9
3	11
2	7
5	11
2	11
2	9
3	8
4	10
2	8
3	8
2	7
3	6
2	8
2	6
3	10
3	10
2	8
2	6
2	6
4	10
2	6
1	6
2	8
2	8
4	8
2	10
2	8
3	9
3	11
3	9
2	7
3	6
3	11
3	9
3	10
4	10
4	10
3	10
2	10
2	11
5	12
4	10
3	9
3	10
4	10
2	8
3	9
3	10
1	6
2	8
3	8
5	10
4	10
4	10
2	10
5	10
3	8
3	10
3	11
3	10
4	9
4	7
3	9
3	9
3	9
3	8
3	8
3	11
2	8
3	8
3	8
2	9
3	9
2	8
5	9
3	10
1	7
2	10
2	9
2	7
2	10
3	7
3	6
2	9
2	8
1	7
2	7
2	8
1	7
2	7
1	8
2	7
1	8
2	6
1	6
2	9
3	10
2	8
2	7
2	7
3	8
2	8
2	9
4	10
2	10
2	10
3	9
2	10
3	8
4	8
2	8
2	8
2	10
2	10
3	8
3	6
1	6
2	8
2	9
2	7
2	6
1	9
2	7
1	7
2	8
2	9
2	8
3	6
4	8
3	8
1	7
3	6
2	8
3	7
3	8
2	7
1	6
1	8
1	7
1	8
2	8
3	8
3	9
3	9
3	8
2	9
2	8
2	9
3	8
2	6
2	7
1	6
1	7
1	7
2	8
2	7
3	6
1	7
2	7
3	7
2	8
2	6
2	8
2	6
3	7
2	8
3	7
1	9
3	6
3	10
3	10
3	9
3	10
4	10
4	11
4	10
2	9
3	9
3	8
3	8
3	9
3	8
3	8
1	7
2	7
3	10
4	8
4	11
3	8
4	10
2	7
3	8
3	8
3	11
3	8
2	10
2	9
3	9
3	10
2	7
2	6
2	8
3	7
2	8
2	7
2	6
2	6
3	7
3	6
4	12
2	8
1	6
1	7
1	5
3	9
2	10
3	7
2	6
4	8
2	6
2	8
1	7
3	8
1	8
3	9
2	10
2	8
2	8
2	7
2	7
4	13
4	15
2	6
1	6
3	10
3	9
3	10
3	6
2	9
3	9
3	10
1	6
2	7
2	8
1	7
1	6
2	6
3	10
1	6
2	7
3	8
3	10
3	7
1	7
3	8
2	6
4	6
1	5
2	7
3	7
1	9
1	9
2	6
2	6
2	7
2	8
2	7
3	9
4	11
2	12
3	11
1	6
2	6
4	12
2	7
2	11
3	6
2	6
2	7
2	6
4	9
2	8
2	7
2	5
1	6
1	5
2	6
2	8
1	6
3	7
2	7
3	7
1	6
1	7
2	6
3	11
1	7
2	7
3	10
3	8
1	7
3	7
1	7
1	7
2	6
3	9
3	8
2	8
3	7
1	6
2	7
3	9
2	7
3	8
2	6
3	9
4	10
4	8
3	9
3	7
2	7
4	10
4	9
2	7
4	11
5	9
6	14
5	12
7	15
8	14
3	8
3	9
2	8
7	7
5	8
4	8
6	9
5	11
5	6
4	10
4	9
3	9
3	9
4	8
2	6
3	9
3	10
3	8
2	9
1	7
2	7
3	10
2	8
2	9
3	7
3	8
2	9
4	10
1	7
3	9
1	7
5	12
3	8
2	8
4	8
4	9
1	7
2	10
2	7
3	7
2	8
2	7
3	7
4	8
2	8
2	7
5	8
2	8
6	15
3	6
2	7
2	8
2	7
2	7
3	6
3	8
2	8
1	9
3	7
2	6
2	8
3	8
4	8
2	8
2	8
3	6
3	8
4	12
2	9
3	9
3	10
2	9
2	9
4	8
3	11
3	9
3	10
5	11
3	8
4	10
4	9
4	10
1	9
2	8
2	11
3	10
3	8
3	14
4	8
2	10
5	10
2	7
5	10
2	10
3	9
3	6
2	6
2	6
2	7
2	7
4	8
3	10
1	6
3	7
5	10
2	6
2	8
3	7
2	8
4	11
3	8
1	10
1	8
3	10
1	1
4	8
2	8
2	7
2	8
1	7
3	11
3	6
1	11
2	7
2	9
4	7
3	9
4	9
3	7
2	9
2	6
3	10
2	9
3	8
3	10
1	7
3	9
3	7
3	7
2	7
4	8
3	8
3	7
2	6
2	8
3	8
1	9
3	8
2	8
2	7
4	8
2	8
2	7
2	6
3	10
2	6
2	7
2	5
2	8
2	8
2	10
5	15
3	11
2	10
2	8
3	9
5	12
3	10
5	12
1	8
1	7
2	9
2	8
1	8
2	9
1	7
1	8
2	7
2	9
3	7
2	6
2	8
2	8
4	8
3	11
3	11
3	9
5	12
2	5
2	7
3	6
2	7
3	8
3	8
3	6
3	7
2	8
3	7
3	6
3	6
3	9
1	9
3	9
1	10
3	7
3	8
3	9
3	7
2	6
3	12
3	12
2	10
2	7
4	7
1	6
3	7
3	8
2	9
2	10
1	5
1	9
4	8
2	9
3	8
1	8
1	6
3	9
1	8
6	10
1	6
3	9
3	10
2	6
2	7
2	7
2	9
3	11
2	9
3	10
3	10
3	11
5	12
3	9
1	7
3	10
2	7
2	8
2	8
1	6
1	6
1	7
1	7
2	7
4	10
2	7
2	7
2	6
3	10
2	9
3	8
2	10
3	7
2	6
4	6
3	6
2	9
2	7
2	9
4	9
3	6
2	7
1	6
2	7
3	7
2	10
3	8
3	9
3	9
3	12
4	9
1	10
3	9
4	9
2	9
2	8
2	9
2	7
1	7
3	9
4	9
4	9
2	8
5	12
2	9
2	7
3	10
2	9
3	12
2	8
3	8
3	8
4	11
4	10
3	10
5	14
3	11
3	8
3	8
3	10
4	10
6	11
4	12
4	9
4	9
4	12
1	7
4	8
3	6
1	6
3	9
3	9
2	9
5	10
3	7
3	8
3	9
1	9
4	10
4	12
2	6
1	6
3	7
1	7
1	6
1	6
1	6
2	8
1	8
6	14
4	9
2	7
2	6
3	6
3	8
2	6
3	9
3	8
2	9
2	10
1	7
3	7
2	7
2	7
3	9
2	7
3	9
2	7
2	8
3	9
3	8
3	7
3	7
3	7
2	8
2	7
2	11
1	7
4	7
2	9
3	7
1	7
2	8
2	8
2	6
2	6
2	7
2	6
2	7
2	9
2	6
2	7
2	7
3	6
3	7
3	7
2	7
3	7
2	8
2	7
4	9
2	7
2	7
3	7
3	10
2	7
1	6
3	6
1	7
2	8
2	6
2	7
2	8
2	7
2	9
2	8
1	7
2	6
3	10
2	6
3	8
3	9
3	9
2	8
2	9
2	8
3	7
2	7
2	9
2	8
2	7
2	9
3	9
1	7
2	8
1	8
3	8
3	9
4	11
2	9
2	10
2	8
4	12
2	9
2	8
2	7
3	9
4	11
4	10
4	12
2	10
2	7
3	7
3	10
2	8
2	6
2	10
4	9
4	11
3	10
3	11
3	11
3	11
3	8
3	8
3	7
3	10
4	8
3	8
5	11
2	9
5	16
2	10
2	7
2	6
3	6
2	7
2	7
2	7
4	7
2	8
2	6
3	7
2	7
2	6
2	8
2	8
2	6
4	8
2	8
2	7
2	7
1	8
2	6
3	7
2	8
1	6
2	8
1	7
2	7
4	6
1	6
1	7
3	6
2	8
3	7
1	6
1	7
2	7
2	7
3	8
2	9
2	6
2	7
2	6
2	8
2	8
2	7
3	11
5	12
3	10
4	10
3	6
3	7
2	5
2	7
2	9
3	9
2	12
3	10
3	7
3	11
2	8
3	8
3	14
1	7
5	13
3	7
2	10
3	8
3	7
2	7
2	7
2	10
3	10
2	9
1	5
3	11
3	7
2	8
3	8
2	6
1	6
3	10
1	7
2	8
3	6
3	9
1	7
3	7
3	8
2	7
1	6
2	8
1	8
1	8
1	8
3	8
2	8
3	8
3	6
3	9
3	11
1	8
2	7
4	6
2	6
1	8
2	8
3	8
2	8
2	6
2	8
2	6
3	9
7	19
4	13
5	11
6	14
4	12
5	11
5	12
5	13
4	10
5	13
4	12
2	9
2	9
4	10
3	8
3	7
2	6
2	7
2	7
2	9
2	6
3	10
3	5
3	10
3	7
2	7
2	6
2	9
2	9
3	10
5	11
3	10
3	8
2	8
1	7
3	8
2	6
1	8
1	7
3	13
2	7
2	8
2	8
3	9
2	8
2	8
3	7
2	7
3	10
2	7
2	7
2	10
2	7
3	6
1	8
3	7
3	7
2	7
4	9
4	9
2	8
3	8
3	7
2	6
3	7
2	7
2	6
3	9
3	9
3	8
3	9
2	7
1	6
2	10
2	7
2	7
1	6
1	6
1	6
2	6
2	6
3	6
3	6
2	6
2	6
2	8
3	8
2	8
2	8
3	7
2	8
2	8
2	8
4	7
2	8
3	8
3	8
3	10
2	8
3	8
1	7
2	6
1	6
3	8
3	7
2	8
3	7
2	8
1	6
2	9
3	10
2	7
2	8
3	10
1	7
4	10
3	7
3	6
2	8
1	7
1	6
4	11
2	8
3	7
2	7
2	10
1	8
4	13
3	7
1	7
3	8
2	7
2	7
2	6
2	8
2	6
2	9
1	7
4	8
3	6
3	10
3	7
3	8
2	6
3	10
2	8
2	8
3	6
2	9
4	12
2	6
2	7
2	7
3	11
2	5
2	6
2	10
3	6
4	11
2	8
4	8
4	15
3	10
4	9
4	12
5	11
3	9
4	7
4	9
4	8
3	8
3	10
3	10
1	6
3	10
3	8
3	9
3	11
3	7
4	9
3	9
3	10
3	11
3	10
3	13
5	9
6	19
4	8
3	10
4	10
6	13
4	9
2	8
2	8
2	8
2	8
2	8
2	8
3	8
4	11
3	8
4	10
2	8
6	17
4	8
2	7
3	7
1	9
1	8
1	6
3	9
2	8
2	5
4	15
4	8
5	10
4	11
3	7
3	7
3	6
4	7
4	8
2	9
3	11
3	8
3	12
2	7
2	11
3	8
3	7
1	8
2	10
3	7
2	8
3	10
2	10
2	9
2	7
2	7
2	7
2	9
3	8
2	9
2	7
2	8
3	11
3	9
2	7
2	8
2	7
4	9
1	8
3	7
2	7
2	6
1	6
2	10
3	6
1	7
3	7
3	9
1	8
2	9
2	8
2	9
1	6
1	6
2	7
2	7
2	6
2	9
2	7
1	8
4	8
1	7
2	7
3	8
2	7
2	6
2	8
3	7
1	7
1	7
2	7
2	6
3	7
1	9
2	8
2	6
1	7
1	8
3	7
3	7
3	9
3	10
3	10
4	10
4	10
3	9
4	9
2	9
5	9
3	14
3	8
2	7
3	6
2	6
4	9
3	12
3	9
5	11
4	12
3	12
3	8
6	11
5	21
4	11
8	20
5	10
4	14
4	11
4	15
4	9
4	8
3	9
4	9
4	9
3	8
2	9
2	10
2	7
3	9
3	8
3	6
3	10
4	13
3	10
3	11
3	6
2	15
4	10
4	11
3	12
3	10
4	12
4	9
3	8
3	7
3	9
2	6
4	8
4	8
3	6
3	7
3	6
3	8
5	12
5	9
3	11
4	11
3	8
3	9
3	10
3	10
1	6
2	8
3	6
2	8
3	11
2	7
2	8
2	7
2	7
1	6
3	4
2	6
2	10
2	6
2	8
3	10
2	6
2	9
2	6
3	10
3	8
4	6
2	7
2	8
2	7
2	12
1	7
3	6
3	9
4	10
2	6
3	9
3	7
2	8
2	7
3	5
2	7
1	7
2	5
1	7
1	7
2	7
3	8
2	10
2	10
4	9
3	13
3	6
2	6
1	6
3	11
3	7
2	8
2	6
2	7
2	6
2	8
2	7
1	8
2	7
1	7
3	7
4	7
2	6
3	11
3	9
4	8
3	10
4	8
2	9
3	8
3	10
4	9
4	10
4	12
3	10
2	9
9	17
2	7
3	8
2	11
3	10
3	10
3	12
4	10
5	9
6	15
6	11
4	12
5	12
5	9
5	8
4	12
4	12
2	9
2	7
3	11
2	9
6	14
4	11
4	11
3	9
3	9
3	9
2	8
2	6
2	9
4	8
2	8
2	7
2	8
3	9
3	9
3	8
3	7
3	9
2	7
2	6
1	8
3	6
2	7
2	7
2	7
3	9
1	6
3	8
2	9
4	11
4	10
2	7
3	9
2	6
2	8
2	7
2	7
2	7
2	7
2	8
3	11
2	7
3	9
2	7
2	6
2	9
3	7
3	7
2	9
4	9
2	7
3	11
4	13
4	13
6	14
5	16
2	8
2	7
3	10
2	6
2	8
3	7
2	9
3	8
2	8
3	6
1	5
3	7
3	7
3	7
2	8
2	8
3	7
3	6
3	6
3	8
2	7
3	8
2	5
2	5
2	5
3	10
3	6
2	6
2	7
1	5
4	9
2	8
11	25
12	19
8	27
6	19
3	11
2	8
3	10
3	7
5	13
3	12
4	8
5	11
2	8
3	9
4	13
5	12
3	9
4	12
3	9
3	12
3	11
3	7
1	8
3	10
1	6
3	7
5	11
6	12
3	9
3	9
4	16
3	10
3	10
4	9
3	9
3	9
3	8
3	10
3	8
4	8
2	9
1	8
4	13
4	8
2	8
3	7
3	8
3	9
4	9
2	9
2	8
3	9
3	10
3	8
2	7
2	9
2	6
3	7
2	7
3	7
2	7
2	7
3	8
2	8
1	8
2	8
2	8
3	7
4	9
2	8
3	10
2	8
2	7
3	9
2	7
3	11
3	11
2	4
3	11
2	9
2	6
2	8
3	7
3	7
4	9
3	6
2	10
3	7
2	7
2	5
4	8
2	7
3	6
2	12
2	6
3	8
2	8
2	6
3	9
3	8
2	5
2	8
2	7
2	7
2	6
2	7
2	7
2	6
3	8
2	8
3	9
2	6
2	6
2	7
2	7
5	12
3	9
2	6
3	9
4	9
3	8
3	6
3	7
2	7
3	8
2	7
2	9
3	9
2	8
3	9
4	8
4	12
3	10
2	9
2	7
2	9
4	10
2	8
2	8
2	8
3	8
2	9
1	8
2	10
2	9
3	7
4	10
4	11
2	6
2	9
4	7
2	8
3	7
3	7
3	8
4	10
1	7
3	9
2	7
2	6
2	7
2	4
3	7
2	6
1	7
1	7
3	7
2	8
2	7
3	6
2	9
2	8
1	7
3	7
2	8
3	7
2	7
1	8
2	7
2	7
3	7
2	6
4	8
2	7
3	7
2	6
2	6
2	8
2	6
1	6
1	6
2	10
4	10
3	11
4	8
2	10
2	6
2	7
3	8
2	7
3	8
2	8
3	6
2	9
4	10
2	8
2	10
3	8
2	7
3	8
2	10
2	7
2	10
3	5
3	6
2	6
4	12
2	8
2	7
3	13
4	7
3	7
4	9
3	9
4	9
3	8
3	10
2	8
3	7
4	9
3	9
3	9
3	8
2	9
2	7
4	10
3	6
2	8
1	7
3	7
3	8
2	7
4	10
4	11
3	8
3	7
2	6
3	8
2	12
2	8
3	8
3	8
2	7
2	10
3	7
3	12
3	12
2	6
2	6
4	7
3	8
3	8
4	11
3	10
4	12
2	7
2	10
3	7
2	7
3	7
4	11
2	7
4	11
4	11
3	9
4	14
3	9
3	9
3	10
2	12
2	11
4	9
4	8
4	14
4	9
4	9
2	9
4	9
4	11
4	9
3	8
4	10
4	8
2	8
3	8
2	7
4	10
2	7
3	7
2	6
3	7
2	8
3	8
3	7
3	9
3	6
2	6
3	7
2	7
2	6
2	6
2	6
2	6
2	8
3	8
3	9
3	7
3	7
2	6
2	8
3	9
3	6
3	6
3	8
3	9
2	6
6	16
8	14
7	13
2	6
2	7
2	7
2	7
4	10
4	6
4	10
3	11
5	10
3	12
2	7
3	9
4	9
4	11
3	7
3	8
4	7
2	7
3	7
4	4
3	8
4	13
6	11
6	11
4	8
5	13
4	10
7	15
6	11
5	11
4	11
6	12
7	14
6	13
6	11
5	19
5	12
2	9
2	8
1	8
3	9
3	8
4	8
3	8
3	16
3	7
3	8
3	10
2	10
2	7
3	8
2	9
2	11
3	9
4	10
3	10
2	10
3	7
2	10
2	9
3	9
3	9
3	11
2	8
3	9
3	11
4	8
2	8
3	8
3	8
2	8
2	8
3	8
3	8
4	8
4	7
2	9
3	8
2	8
7	8
4	12
4	11
2	7
7	15
6	16
4	10
6	15
7	15
4	11
4	11
5	12
4	9
6	11
3	10
3	13
4	8
3	12
3	10
3	13
4	11
6	10
7	12
4	14
6	16
5	12
4	15
0	0
8	13
6	16
3	10
6	13
9	21
7	16
7	15
5	13
7	11
11	26
8	28
6	15
4	15
3	12
2	7
5	16
2	7
3	8
4	7
5	11
6	18
4	10
5	13
3	8
6	21
4	15
4	7
7	12
4	10
6	0
7	14
4	11
6	11
3	9
3	9
5	12
4	11
5	12
5	12
3	10
6	12
6	16
3	7
5	10
8	13
7	12
5	10
5	17
5	10
4	13
8	18
2	7
3	7
3	6
3	8
3	7
2	6
2	8
2	7
3	6
4	10
2	9
4	10
3	11
2	8
2	7
2	7
2	8
2	8
3	7
4	10
3	7
3	6
2	6
2	7
3	7
2	7
3	8
3	10
3	8
2	9
3	8
2	8
3	6
3	8
2	9
3	11
2	8
2	8
2	6
2	8
2	10
2	7
3	8
3	6
2	8
2	10
2	6
3	8
3	12
3	9
2	6
3	14
5	9
2	5
2	7
2	7
5	21
2	8
2	8
3	9
3	8
3	7
3	8
3	8
4	9
3	10
3	10
3	9
4	9
5	10
2	8
3	10
3	9
5	10
4	11
3	10
3	10
3	11
3	8
3	11
3	10
4	9
2	15
2	11
3	7
4	11
4	10
3	11
4	12
5	9
2	8
3	7
4	9
3	10
3	8
2	6
2	9
1	7
2	7
4	9
4	10
5	9
4	9
4	9
3	10
3	9
4	11
3	10
4	9
4	9
4	10
5	13
4	12
7	15
5	14
6	12
3	9
4	14
3	10
4	11
5	12
2	10
4	9
4	14
7	15
6	11
3	10
1	6
3	7
3	6
1	7
1	6
1	6
2	6
2	8
3	11
3	6
3	9
4	11
2	8
3	10
3	9
5	15
4	10
3	10
4	6
2	7
3	7
2	8
2	7
2	8
2	12
2	7
1	7
3	7
3	9
2	6
3	8
3	9
2	8
3	7
2	11
2	7
3	8
2	7
3	9
2	7
2	7
2	6
2	8
3	7
2	6
3	10
3	8
3	9
3	9
4	8
3	7
3	8
3	9
3	8
3	9
3	10
3	12
4	11
4	10
3	12
3	7
3	9
2	8
2	11
1	8
4	12
3	9
2	9
2	12
3	11
4	8
3	9
4	12
3	12
4	7
2	6
1	8
5	12
3	8
4	11
4	10
2	9
2	6
1	8
2	7
2	7
3	10
4	7
4	6
3	7
3	7
2	8
3	10
3	9
3	10
4	12
3	11
4	12
3	7
2	9
2	7
3	9
1	6
4	11
2	7
4	10
5	13
5	13
3	6
2	7
3	12
4	10
3	8
3	8
5	11
4	9
4	10
1	9
3	8
3	6
2	7
2	6
3	7
2	7
3	7
1	8
2	6
1	6
4	12
1	7
2	6
2	11
2	6
2	9
3	6
2	6
3	8
3	8
2	6
3	8
3	7
1	6
3	9
3	7
3	8
2	10
3	6
3	6
2	6
3	8
2	7
3	7
3	7
3	7
3	8
2	6
4	6
2	6
1	7
1	7
3	7
3	15
3	9
3	7
3	10
2	7
3	8
3	10
4	7
2	7
3	8
2	7
2	8
2	9
2	8
2	7
3	7
2	8
2	6
2	8
3	11
2	9
2	6
3	7
3	10
3	8
1	7
2	7
3	9
3	9
3	7
3	8
3	13
4	11
4	10
4	11
3	10
5	11
4	11
2	9
3	9
4	15
5	7
3	8
3	8
3	11
3	10
3	10
2	7
3	13
3	7
4	8
4	12
2	10
3	10
4	14
5	11
2	9
2	7
2	8
3	8
2	8
3	11
3	8
4	8
3	10
2	8
1	6
2	7
2	7
3	10
3	8
4	9
3	6
4	8
4	11
3	11
4	11
1	10
5	13
2	7
3	10
3	10
3	10
4	9
3	11
5	17
7	17
4	11
4	10
2	8
3	8
3	8
3	9
5	10
4	12
4	9
3	7
4	8
3	9
4	11
3	9
3	9
5	11
3	8
2	12
3	6
2	8
1	7
2	6
3	8
2	7
2	7
2	7
3	7
2	7
2	7
3	7
4	13
4	10
4	10
6	9
4	10
3	8
3	11
3	10
6	15
5	9
4	10
3	11
3	9
5	10
11	16
6	12
2	7
2	9
3	8
4	9
4	10
3	10
3	6
1	11
2	8
3	8
3	9
4	14
4	10
4	9
5	11
6	15
8	22
6	12
6	16
4	12
4	9
7	15
7	9
7	15
4	9
4	10
6	9
4	13
8	15
3	9
5	12
4	11
5	12
4	9
4	13
4	8
5	10
4	13
5	8
5	17
5	14
3	13
6	10
3	7
2	7
2	8
3	10
3	10
3	10
2	10
3	10
2	9
4	9
3	10
4	10
5	10
2	6
3	6
4	9
3	7
2	8
2	9
3	9
3	8
2	8
2	7
1	7
1	7
1	7
2	7
1	8
3	7
3	7
2	6
3	6
2	8
2	8
2	6
2	7
4	12
4	14
4	14
5	12
4	11
4	13
4	12
3	10
4	12
3	1
4	10
4	14
2	14
3	8
5	14
5	16
3	9
3	11
1	2
4	9
5	15
4	11
4	10
2	5
4	8
3	10
5	11
3	8
4	9
3	9
3	7
3	10
4	11
3	8
3	11
3	12
3	10
4	13
2	10
2	8
3	10
4	10
4	10
5	10
2	7
2	9
2	7
2	13
4	10
7	11
3	10
3	9
3	8
4	10
3	9
3	7
2	11
3	8
6	15
5	12
4	10
5	9
4	9
6	16
4	10
5	16
4	10
5	15
3	10
3	11
2	7
3	13
3	9
4	9
4	14
3	12
3	9
3	9
2	10
3	8
3	7
3	10
3	8
3	9
3	7
4	11
2	8
4	10
2	8
4	10
4	10
2	9
4	10
4	10
2	7
2	7
4	11
4	10
4	13
4	9
2	7
4	7
4	9
4	6
4	10
2	5
2	7
2	7
4	8
1	7
1	7
1	7
3	10
2	6
3	6
2	8
3	7
1	7
3	7
3	9
3	8
2	8
4	10
4	8
3	9
3	11
3	8
3	8
3	8
3	8
3	12
3	9
3	7
3	12
3	6
4	10
4	9
3	12
3	7
3	10
3	13
3	8
3	8
3	8
2	9
3	10
3	8
3	8
4	9
3	10
3	9
6	15
2	7
4	7
3	8
5	8
2	8
5	10
1	6
4	12
4	12
4	10
4	11
4	8
3	9
3	9
4	8
4	12
3	11
2	8
2	8
3	9
2	6
3	7
3	7
2	7
3	8
3	7
2	8
4	11
3	9
2	8
3	11
2	7
4	10
3	10
4	13
3	9
6	11
8	14
5	14
4	11
5	11
3	11
3	12
4	7
3	7
3	11
3	9
2	10
1	6
2	9
1	6
1	9
3	7
2	8
2	7
2	6
2	7
2	7
2	8
3	7
2	7
3	8
2	8
2	6
3	7
2	8
2	8
2	8
4	9
2	7
2	8
2	9
3	9
1	6
1	7
1	6
1	6
1	8
2	7
2	9
2	8
2	10
1	7
2	6
2	9
2	7
2	7
2	7
2	6
2	7
2	7
3	8
2	8
3	7
2	7
2	7
2	7
3	9
4	11
3	9
3	8
4	9
2	11
4	6
2	5
2	9
3	9
4	12
3	10
6	11
3	10
3	12
3	10
2	9
3	10
3	8
4	9
5	13
3	9
6	20
4	10
4	10
4	10
4	10
4	15
2	11
3	7
4	15
4	13
2	11
3	10
3	15
5	8
4	12
4	11
4	16
4	11
3	9
5	9
4	11
5	13
4	13
3	10
5	10
2	7
3	8
3	6
2	7
3	8
2	7
2	8
2	7
3	9
3	8
3	8
2	8
6	11
1	7
3	7
4	9
3	13
3	13
6	13
3	7
3	7
3	9
2	7
2	7
3	7
3	7
2	7
3	8
3	7
3	7
2	7
4	9
2	10
2	10
2	6
1	5
3	9
4	7
2	8
2	7
2	7
2	8
2	6
2	8
2	6
4	6
2	6
4	10
3	10
4	8
3	9
3	10
3	9
2	10
4	10
3	8
2	10
3	9
2	9
3	12
3	9
3	9
2	8
3	11
3	8
4	8
3	8
3	12
3	10
3	8
3	8
2	12
2	11
3	7
2	8
2	8
2	8
2	9
3	7
3	9
2	7
3	9
2	10
4	10
3	8
2	11
3	7
1	6
2	7
1	8
2	8
1	6
2	7
1	6
3	10
2	8
4	8
2	9
3	9
4	12
1	6
3	9
3	7
4	12
3	9
2	9
2	8
3	9
4	10
4	13
5	12
4	11
3	10
3	9
2	10
4	10
2	6
3	9
3	7
3	12
4	11
4	10
2	9
2	10
2	5
3	9
2	9
2	11
3	10
2	9
2	4
2	8
2	9
3	8
3	10
2	7
3	13
2	8
2	8
2	9
2	7
2	8
2	10
3	8
3	7
2	8
2	7
4	13
3	11
4	10
3	9
4	10
3	10
3	10
4	9
3	11
4	10
4	10
4	16
4	12
4	9
3	9
3	9
5	14
2	8
3	10
3	8
3	9
3	8
3	12
2	8
6	15
4	12
4	11
3	11
6	15
6	15
6	16
7	17
4	16
3	9
3	11
3	8
4	12
4	12
4	9
3	13
5	12
4	10
4	10
3	13
3	8
1	8
3	10
2	9
4	9
2	6
2	6
2	6
2	9
3	11
2	9
3	8
5	9
3	8
4	14
4	13
4	11
4	8
4	10
3	7
3	6
4	10
3	13
3	10
4	10
3	9
2	9
3	9
3	9
2	9
3	9
3	10
4	9
3	10
2	10
2	9
3	7
2	6
3	8
3	8
2	8
2	7
2	6
3	8
2	9
2	7
1	7
3	7
3	9
2	8
4	9
2	8
3	6
2	10
5	11
4	12
4	8
4	8
4	8
4	8
4	11
4	11
2	6
2	9
1	7
2	8
2	6
4	9
3	8
3	8
4	13
4	13
4	13
10	24
2	9
2	8
5	12
3	8
3	6
2	10
2	7
4	10
4	10
3	10
3	7
1	6
6	12
3	12
3	8
4	13
3	10
2	7
2	9
3	8
4	7
3	12
4	14
3	12
2	7
6	8
7	18
4	10
7	15
7	13
4	9
9	11
5	19
8	15
5	13
5	15
3	8
3	8
3	8
6	13
5	13
3	11
3	10
3	10
4	10
3	10
2	8
4	10
2	8
3	7
4	12
2	7
3	8
4	10
4	12
4	10
4	11
3	9
2	11
2	6
3	8
3	10
3	9
4	10
4	12
3	8
3	9
3	9
4	12
3	11
2	9
3	10
4	14
3	9
3	9
3	11
4	10
3	8
5	12
2	9
2	9
3	10
4	12
2	8
3	6
2	6
4	12
4	13
4	14
4	5
3	8
3	9
4	13
2	10
1	7
4	13
5	10
3	9
5	16
2	7
2	7
2	7
3	11
4	10
4	9
4	10
2	7
2	6
4	7
3	10
3	9
3	11
3	7
2	5
4	11
3	7
3	10
3	7
3	8
1	6
4	9
3	8
1	8
2	7
2	10
1	6
2	6
4	12
3	7
3	6
3	7
2	6
2	8
2	10
2	8
2	7
4	12
3	8
4	10
5	12
5	11
4	15
4	10
6	17
2	8
2	5
3	11
7	8
6	19
3	8
3	10
3	10
4	10
3	10
5	8
4	11
3	10
4	12
3	10
3	9
3	9
5	11
3	8
4	10
6	9
3	11
3	8
4	8
4	9
5	11
3	7
3	13
3	8
3	10
2	9
3	9
2	10
2	15
3	7
2	8
3	8
3	8
4	10
2	9
6	12
2	8
4	11
1	5
2	8
2	9
3	8
3	9
1	6
3	6
1	7
2	8
3	8
3	8
2	7
5	15
2	7
1	6
3	9
1	8
6	8
2	5
1	8
2	7
2	8
4	13
6	15
3	9
4	8
3	10
3	11
3	7
1	5
1	6
3	8
3	8
1	5
2	8
2	8
1	7
2	7
2	8
1	9
2	7
2	6
2	7
3	9
2	6
3	7
3	6
3	11
3	9
2	9
4	8
2	10
2	6
4	8
2	10
2	9
3	7
3	7
2	6
2	7
2	8
2	7
2	6
2	6
4	12
2	8
2	6
2	8
2	9
3	8
2	8
2	9
3	6
2	8
3	8
2	7
3	8
2	9
2	7
2	9
2	7
2	8
2	8
3	8
2	8
2	6
3	10
3	11
4	9
4	12
3	10
2	10
4	10
3	7
3	7
2	8
2	9
4	14
4	8
3	8
3	8
3	6
4	7
4	12
1	6
2	6
2	6
2	8
2	10
2	8
3	7
3	15
3	12
2	9
3	8
4	8
2	9
2	9
2	8
2	8
4	9
4	9
2	7
3	11
3	8
5	10
5	10
4	8
2	6
1	8
2	8
2	7
3	8
2	5
3	8
3	9
2	6
3	6
2	8
3	5
3	10
1	6
5	11
4	10
3	10
3	9
3	9
2	9
4	11
3	9
4	10
3	7
2	8
3	9
3	8
3	9
4	6
3	7
3	7
3	7
1	9
3	8
3	9
3	6
3	6
3	8
3	9
3	10
4	13
2	8
3	8
3	10
2	12
3	11
6	13
3	9
2	9
2	9
2	9
3	9
3	10
3	9
2	9
3	9
3	11
3	8
4	15
3	11
3	8
2	6
2	6
2	7
3	9
2	8
2	9
3	7
2	7
3	6
3	7
1	8
2	11
3	8
2	6
3	8
3	9
3	8
3	9
2	10
2	6
3	8
3	8
3	8
2	8
3	11
2	11
3	7
2	12
4	7
2	7
3	9
2	6
2	7
3	11
4	11
3	10
2	9
3	9
2	7
3	6
1	10
5	12
3	13
4	11
5	12
3	9
2	8
3	12
3	6
1	7
2	8
3	10
3	9
3	5
3	9
2	7
2	9
2	9
4	10
3	8
5	14
2	9
3	6
3	6
2	6
3	7
3	6
2	6
3	8
3	8
3	6
3	12
3	8
3	9
2	7
2	7
2	8
4	7
3	7
3	9
2	11
2	6
3	9
1	6
4	9
2	5
1	6
2	5
