BATHRM	ROOMS
1	6
1	6
1	7
1	5
1	6
1	5
2	5
2	5
1	5
2	6
1	5
1	5
1	7
1	5
1	5
1	7
2	7
1	7
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
2	9
1	7
1	7
2	7
1	7
1	6
1	6
1	6
2	8
2	8
3	8
3	10
2	8
2	8
2	8
2	6
2	6
2	8
1	8
1	8
1	7
1	7
1	7
2	7
2	6
1	4
1	6
1	4
1	5
2	5
2	5
2	6
5	8
3	7
4	12
2	6
3	7
1	6
1	6
1	6
2	7
1	3
1	6
1	5
2	5
1	6
1	6
1	7
3	7
3	9
2	6
1	5
1	5
1	6
3	6
1	6
1	7
1	6
1	5
1	7
1	7
1	6
1	6
1	7
1	7
2	7
1	7
1	6
2	7
1	6
1	6
1	6
1	7
1	7
1	7
2	7
1	7
1	7
1	7
1	7
4	16
4	16
4	12
4	16
4	12
4	16
4	16
4	12
4	12
4	16
2	6
4	16
4	16
4	16
4	16
4	12
4	16
4	16
4	12
4	16
2	6
4	16
4	14
4	16
4	12
4	16
1	6
2	6
1	6
1	6
3	7
1	6
1	6
1	6
1	5
1	6
1	5
1	5
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	6
1	5
1	6
1	5
1	5
1	5
2	5
1	5
1	5
1	5
3	10
3	10
3	11
3	10
3	7
3	11
2	4
1	4
1	4
1	4
1	4
1	4
1	4
1	8
1	5
1	6
4	8
3	7
1	6
2	7
3	8
3	6
4	8
1	6
2	7
2	6
1	5
3	9
2	4
3	8
1	6
3	13
2	8
2	6
1	6
2	5
1	5
1	5
2	5
1	6
2	10
3	8
3	7
2	6
2	6
1	6
2	9
1	7
3	7
2	7
1	6
1	7
1	5
1	8
1	6
3	8
1	6
1	5
2	5
1	6
1	7
1	7
1	7
1	5
1	7
2	8
1	6
1	9
3	10
1	5
1	7
1	6
1	6
1	8
2	7
1	7
1	7
1	6
1	7
1	7
1	7
1	6
1	6
3	8
1	7
1	7
1	6
2	8
1	7
3	6
1	6
1	5
1	5
1	5
1	5
2	6
1	5
1	6
1	5
1	6
1	5
1	6
1	6
1	6
2	7
4	9
1	6
2	6
2	6
3	7
2	6
1	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
1	6
1	4
2	6
3	6
2	11
1	6
2	8
1	6
1	7
1	6
1	5
1	6
1	5
2	7
2	7
3	9
2	6
2	6
3	6
2	8
1	5
1	6
1	6
1	6
2	6
2	6
3	6
3	13
1	6
1	4
1	6
2	6
4	12
4	12
4	12
4	12
4	16
4	12
2	7
3	7
2	9
1	6
2	6
3	7
2	6
1	6
1	7
1	7
3	10
1	7
1	7
3	6
1	6
1	7
1	6
4	8
3	6
2	6
2	6
2	6
3	6
3	6
2	6
3	6
2	6
3	6
2	6
2	6
3	7
3	6
2	5
2	5
2	5
2	6
1	7
1	6
1	6
1	7
3	7
1	7
2	8
1	7
2	7
1	7
1	6
1	6
1	6
1	6
1	6
2	10
1	6
1	6
1	7
1	6
1	6
2	7
2	8
1	6
1	6
1	6
1	6
3	8
1	6
1	6
2	8
1	6
2	8
1	6
1	6
1	5
1	5
2	7
1	5
1	4
1	5
1	6
2	6
1	5
2	4
2	5
2	4
2	5
1	6
1	6
2	4
1	4
1	4
1	4
3	10
1	4
1	4
1	4
1	4
1	4
1	4
2	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
2	7
2	4
1	4
1	4
4	16
4	12
4	12
4	12
1	5
1	8
1	3
1	7
1	7
1	7
1	6
3	9
3	9
3	9
3	9
3	9
3	9
3	9
3	9
3	9
3	9
3	9
3	9
3	9
3	9
3	9
3	9
3	9
1	6
1	5
1	5
3	5
2	8
4	16
4	16
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
3	6
2	6
2	6
3	6
3	6
3	6
3	6
3	6
2	5
2	7
1	7
5	8
2	5
4	7
2	6
2	7
2	6
3	8
2	6
2	7
2	6
2	7
1	7
1	7
2	8
1	8
2	8
3	8
1	8
1	5
3	8
1	5
3	8
3	7
1	6
1	6
1	6
3	8
2	6
2	6
3	6
1	6
2	6
2	6
2	6
2	6
2	6
1	6
1	6
3	6
1	6
2	6
2	6
1	6
2	6
2	6
2	8
3	7
3	7
1	6
1	6
1	6
3	9
3	6
1	4
1	6
2	8
1	7
1	7
1	7
2	8
2	6
2	4
4	16
4	16
4	16
4	16
4	16
2	16
2	6
2	6
2	6
4	16
6	15
4	16
4	16
1	5
1	5
1	6
1	5
1	5
1	5
1	5
1	8
1	6
1	6
1	5
1	5
1	6
2	6
2	6
2	6
2	6
2	6
2	6
1	7
1	8
1	8
1	10
3	8
1	8
2	8
1	8
1	9
1	6
2	7
3	8
2	8
1	8
1	8
3	8
1	6
2	6
1	4
1	4
1	4
1	2
1	4
1	4
1	5
1	5
1	4
1	4
1	4
1	5
1	5
3	8
1	10
3	8
2	7
2	8
6	9
1	7
3	8
1	8
2	6
2	6
2	6
2	6
1	5
2	8
1	5
4	8
2	6
4	7
1	6
3	7
2	6
2	3
1	6
1	7
1	6
4	7
2	6
2	6
2	9
4	9
3	6
1	6
1	8
1	7
1	7
1	6
2	8
1	7
1	7
2	6
1	7
1	7
1	7
1	6
1	6
1	6
1	7
2	8
1	6
3	6
2	8
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
4	12
1	6
1	7
2	6
1	5
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
3	8
2	6
3	6
1	5
1	6
1	5
1	6
1	7
4	8
1	7
3	6
4	16
1	6
3	8
3	10
3	10
1	6
1	6
3	6
1	6
4	16
1	4
4	16
4	8
2	6
2	6
4	12
4	12
4	12
4	12
4	16
4	16
4	16
4	16
4	16
4	16
4	16
2	6
2	8
4	12
4	12
4	12
4	12
1	7
4	9
1	7
2	6
2	10
2	6
2	8
1	6
3	8
1	6
3	7
1	5
3	6
1	6
2	7
2	7
2	7
1	7
3	7
2	6
2	9
1	8
2	7
2	9
2	7
2	7
2	7
1	7
5	9
1	7
2	6
1	6
1	7
1	6
1	6
1	6
3	8
2	7
1	7
2	6
1	6
1	6
3	8
4	8
2	7
1	7
1	7
1	6
1	6
1	6
3	7
2	5
1	6
1	6
1	7
1	6
1	6
2	7
1	4
1	5
1	7
1	7
1	7
2	4
1	4
1	8
1	5
1	5
1	6
1	5
1	5
1	6
2	10
1	7
1	7
1	7
1	7
1	6
1	6
1	7
1	7
1	6
1	6
1	5
2	5
1	5
1	7
1	6
1	6
3	8
3	10
1	6
2	8
1	6
1	6
2	5
1	6
1	6
3	10
1	7
6	6
2	7
4	20
1	5
1	4
1	4
1	5
2	5
4	16
1	6
1	7
1	7
1	7
1	6
1	7
1	6
1	7
2	10
1	6
1	6
1	6
2	9
1	6
2	5
1	7
3	6
1	6
1	8
3	7
2	7
2	7
1	5
1	6
2	7
1	8
1	6
2	9
1	10
3	8
1	9
1	7
4	10
1	7
3	9
3	9
2	3
2	3
2	3
2	6
1	6
1	6
1	6
1	6
1	6
2	6
1	6
1	6
2	6
1	6
2	6
1	6
1	6
1	6
1	6
1	6
2	8
4	9
2	9
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
3	6
3	7
2	6
3	7
2	6
2	7
3	7
2	6
2	6
2	6
3	6
2	7
3	6
3	7
2	7
3	7
3	7
2	7
3	7
1	6
2	7
1	7
1	6
1	7
1	6
1	6
2	7
2	6
1	6
2	5
2	5
2	8
1	6
1	6
1	6
1	7
1	5
1	7
1	6
1	6
1	6
1	6
1	7
1	6
1	6
2	8
1	7
2	7
1	6
2	8
2	5
1	4
1	6
1	6
1	5
2	5
1	7
1	5
3	6
2	12
1	5
3	5
1	5
2	6
2	6
2	6
2	6
2	6
2	5
2	6
2	6
2	6
4	10
2	8
1	6
1	8
2	8
1	6
3	6
1	6
1	6
1	6
2	6
1	8
2	6
1	6
2	6
4	12
2	8
1	7
2	6
1	6
1	6
2	6
1	6
1	6
1	6
3	12
3	9
3	9
3	9
3	9
3	10
1	7
3	10
1	5
3	6
1	6
1	7
3	10
2	10
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
1	5
1	6
1	6
1	6
2	6
1	6
2	6
3	6
2	7
2	6
1	5
1	5
1	5
1	5
1	5
1	6
1	5
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	6
1	5
2	6
3	6
2	7
2	7
2	6
2	6
2	5
1	5
1	5
2	7
1	5
1	5
3	7
1	5
1	5
1	10
1	10
1	5
1	5
1	5
1	7
1	6
2	5
2	7
1	6
1	6
3	6
2	6
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	5
3	5
1	6
2	6
2	6
2	6
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
3	6
1	6
1	7
2	6
1	7
1	6
1	7
1	7
2	7
1	6
1	8
2	8
4	12
4	16
4	12
4	12
4	12
4	12
4	12
2	6
2	6
1	7
1	5
1	7
1	5
1	5
1	5
1	6
1	5
1	5
1	3
1	5
1	6
1	5
1	5
1	6
1	6
2	6
1	5
1	7
1	5
2	6
1	5
2	6
1	5
1	5
1	6
1	7
1	5
1	7
1	6
1	5
1	5
1	5
2	3
1	5
1	6
1	7
1	6
1	6
1	6
4	16
4	16
4	16
4	16
2	8
1	6
1	6
1	6
1	6
1	6
1	6
2	6
2	6
1	6
2	6
1	6
1	6
1	6
2	6
2	6
1	5
1	5
1	6
1	6
1	6
1	5
1	5
1	6
1	6
1	6
1	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
4	16
1	6
1	6
1	6
1	7
1	6
1	6
2	6
1	6
1	7
1	6
2	7
1	5
3	9
3	7
2	6
3	7
1	7
3	8
2	6
1	6
2	6
1	5
1	7
3	7
1	5
3	5
1	6
4	12
2	9
2	8
1	8
2	8
1	7
4	10
4	12
4	16
4	16
4	16
4	20
4	10
4	20
4	16
1	6
1	6
1	5
1	5
1	5
1	5
2	5
1	6
1	6
1	6
1	5
1	4
1	5
1	5
1	5
1	5
1	5
1	5
1	6
1	5
1	5
2	5
1	5
1	5
1	5
1	5
1	6
1	5
1	6
1	5
1	5
1	6
1	6
3	9
3	6
3	6
2	6
3	9
3	9
3	6
3	6
3	6
3	6
3	6
3	6
3	6
2	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
4	16
4	16
4	16
1	5
1	6
1	6
2	6
1	6
2	6
1	5
2	6
1	6
1	4
2	5
1	6
1	6
1	9
1	5
1	6
2	5
1	6
1	5
1	5
1	8
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
2	5
1	5
1	5
1	6
1	5
1	5
1	6
1	5
2	6
2	6
2	7
1	6
1	5
1	4
1	6
1	6
2	7
3	8
2	7
3	8
1	6
3	6
3	7
1	7
4	16
1	5
1	5
1	5
1	5
4	16
4	20
4	20
4	12
4	12
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	7
1	5
1	5
1	5
1	6
1	6
1	5
1	5
1	6
1	5
1	5
1	6
1	5
1	5
1	6
1	5
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	6
2	5
1	5
1	5
1	5
1	5
1	5
2	5
1	5
1	6
1	5
1	6
1	6
1	7
1	6
1	6
1	6
4	16
4	16
4	16
4	16
4	16
4	16
4	16
3	16
4	16
4	16
4	16
4	16
1	7
1	7
1	7
1	7
1	7
1	7
2	7
1	7
2	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
2	6
2	6
2	10
2	9
1	7
1	5
1	7
1	5
1	6
1	5
2	6
1	5
1	6
1	5
1	6
2	6
1	6
1	6
1	5
1	6
1	6
1	7
1	7
1	6
1	6
1	6
1	6
1	6
1	6
1	7
1	6
1	6
1	6
1	6
1	7
1	7
1	5
1	5
1	5
1	7
1	5
1	5
1	5
1	5
1	5
1	6
2	8
2	6
1	5
1	5
1	5
1	5
4	12
1	5
1	4
1	4
1	4
1	4
1	6
2	6
3	7
1	6
2	6
3	6
2	6
1	6
1	6
2	6
1	6
3	8
1	6
3	8
1	6
1	6
1	5
1	6
1	5
2	7
3	5
1	5
3	7
1	7
1	3
2	7
1	7
2	6
1	6
1	7
1	6
1	5
4	16
1	6
1	7
1	7
1	6
1	7
1	7
1	6
1	6
1	6
1	6
2	6
1	6
2	6
1	6
1	6
1	6
1	6
2	12
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
2	8
1	8
2	8
1	7
1	8
1	8
1	7
2	9
4	12
4	18
4	16
4	16
2	9
2	6
3	6
2	6
3	7
3	6
3	8
2	9
3	6
2	8
4	16
4	16
2	8
2	6
2	6
3	6
2	5
2	5
1	6
1	7
1	6
1	6
1	5
1	6
1	5
1	5
1	5
1	6
2	6
1	5
1	6
1	7
2	6
3	8
1	7
2	7
1	6
1	6
1	6
1	6
1	6
1	7
1	6
1	6
1	6
1	6
1	6
1	6
2	9
1	6
1	6
1	7
1	6
1	6
2	6
1	6
1	7
1	6
2	6
1	8
1	7
3	6
1	5
1	5
1	6
1	6
1	6
1	5
1	5
1	5
2	6
1	6
1	6
1	7
1	5
1	5
1	5
1	5
2	8
2	5
2	5
1	6
1	5
1	6
2	6
1	6
1	5
1	5
2	6
2	6
1	6
2	6
2	6
2	6
2	6
1	5
1	5
4	16
1	4
1	4
1	4
1	4
1	4
1	4
4	20
4	20
4	16
4	4
4	16
4	16
4	20
4	16
4	16
4	16
4	16
4	18
2	8
2	6
2	6
2	8
2	7
3	8
3	8
2	5
1	5
2	8
2	9
2	7
3	11
2	8
1	8
1	8
3	9
1	5
1	6
1	5
1	6
1	7
1	7
1	5
1	7
1	7
1	5
2	6
1	6
2	8
2	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	6
1	6
1	5
1	5
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
1	6
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	7
1	5
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
2	8
1	6
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	6
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	5
2	7
2	6
3	6
4	12
2	7
1	6
2	5
1	5
2	5
2	5
3	6
2	8
1	8
2	10
2	8
2	11
3	9
2	9
2	9
3	9
2	7
3	9
2	6
2	9
2	7
3	9
2	9
3	12
2	9
2	9
2	8
2	7
1	6
2	6
3	7
2	8
2	6
1	6
4	12
1	8
1	6
1	6
1	5
1	5
1	6
1	6
1	6
1	6
1	5
1	6
1	6
1	6
1	6
1	5
1	5
1	5
1	6
2	5
2	6
1	5
1	5
1	5
1	5
1	6
1	5
1	7
1	5
2	6
1	7
1	5
2	6
1	5
1	5
3	6
3	6
3	6
3	6
3	6
3	9
3	6
3	6
3	6
3	6
3	6
3	9
3	6
3	6
3	6
3	6
3	6
3	9
3	6
3	6
3	6
3	6
2	7
1	6
2	7
1	7
3	8
1	7
2	8
1	5
2	6
2	10
1	4
1	6
1	5
1	5
2	5
1	5
1	5
1	6
1	5
1	5
1	5
1	6
1	6
1	6
1	6
1	5
1	6
1	5
1	5
1	5
1	7
1	7
1	8
1	6
1	6
2	6
1	6
1	6
3	8
1	5
1	6
1	6
1	5
1	6
1	7
1	5
1	6
1	5
1	5
2	6
2	6
1	6
1	7
1	6
2	6
3	8
1	8
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	7
1	5
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	6
1	5
1	5
1	6
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
3	9
1	8
1	7
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	7
1	6
1	6
1	6
1	6
1	7
2	7
1	7
1	7
1	6
1	6
1	6
1	6
1	6
2	6
1	5
1	6
1	6
1	6
1	6
1	4
1	6
1	6
1	6
3	8
2	7
1	6
3	8
3	8
1	5
5	12
2	7
1	6
1	7
3	8
1	8
3	6
3	7
1	8
3	8
1	7
2	6
2	6
1	6
2	6
2	6
2	6
2	6
3	6
2	6
2	6
2	6
2	6
2	6
2	5
3	6
3	6
1	5
1	6
1	5
1	7
1	5
1	5
1	7
1	6
1	6
1	6
1	6
1	5
1	5
1	6
1	6
1	5
1	5
2	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	6
1	5
1	6
1	6
1	6
1	4
2	5
1	4
1	5
1	6
1	5
1	5
1	5
1	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	6
2	6
2	6
3	6
2	6
2	6
2	6
2	5
1	4
1	4
1	4
1	4
1	5
1	5
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
3	5
1	5
1	4
1	5
1	6
1	5
1	4
1	6
1	4
1	4
1	4
1	4
1	5
1	4
1	4
1	4
1	5
1	7
1	4
1	4
3	8
1	8
1	6
3	9
3	9
3	9
3	9
2	6
2	9
4	12
1	6
1	6
2	8
1	8
1	8
1	6
1	6
1	6
1	7
1	6
1	11
1	7
1	5
1	5
1	6
1	5
1	6
1	5
1	5
1	7
1	5
1	5
1	5
1	5
1	7
1	7
1	6
1	5
1	6
1	6
3	9
1	7
1	6
1	8
2	6
1	6
1	6
2	7
1	7
1	6
1	7
1	7
1	7
1	6
1	7
1	6
1	6
1	6
1	6
1	6
1	9
1	6
1	6
1	6
1	7
1	7
1	7
1	6
1	7
1	7
1	7
4	16
4	16
2	8
1	5
1	5
1	5
2	7
2	7
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	6
2	6
2	8
1	5
2	7
1	6
1	5
1	6
1	6
1	6
1	6
1	6
1	6
3	9
1	7
1	6
2	8
2	7
1	7
3	8
6	14
1	7
1	7
1	7
4	16
4	16
2	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
3	9
3	9
3	9
3	9
3	9
2	9
2	9
3	9
4	16
4	16
4	18
4	12
3	8
3	9
4	12
4	12
4	12
4	16
4	16
4	12
4	16
2	6
1	6
1	5
1	6
2	5
1	6
1	5
1	5
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	6
2	6
2	6
2	6
1	5
1	6
1	7
1	6
1	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
1	5
1	5
1	5
1	6
1	5
1	5
1	5
4	12
4	12
4	12
4	12
4	12
4	12
2	12
2	8
2	8
2	8
1	6
1	6
2	6
2	6
1	6
1	6
1	6
1	6
1	6
1	6
1	7
1	6
1	6
1	5
1	5
1	7
1	7
1	5
1	5
1	5
2	6
2	6
1	6
3	11
1	6
1	6
1	7
1	6
3	12
3	9
1	6
3	7
1	6
3	9
2	8
1	6
2	6
3	12
2	12
2	11
3	10
3	10
2	9
3	9
1	10
3	10
3	10
3	10
2	7
3	10
3	10
1	9
2	8
1	5
1	5
1	5
1	5
1	5
1	6
1	7
1	6
1	6
2	5
1	6
1	5
1	7
1	6
1	6
1	6
1	6
2	6
1	6
1	6
2	7
1	6
1	6
1	6
1	6
1	6
1	5
1	7
1	6
1	6
1	6
1	6
2	7
1	5
2	6
1	6
1	5
1	6
1	5
1	6
1	5
3	6
3	6
4	8
3	6
3	6
3	6
3	6
3	6
4	8
3	6
3	6
3	6
3	6
1	6
1	5
6	11
5	13
1	6
2	6
1	6
2	6
2	6
2	6
1	5
2	5
3	8
2	6
2	6
2	6
2	8
2	8
1	6
2	8
1	6
3	5
2	4
3	4
1	5
1	5
1	5
1	5
1	5
1	5
1	6
1	6
1	5
1	6
1	6
2	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
2	5
1	5
1	5
1	5
1	5
1	5
2	5
1	6
1	5
1	5
1	5
1	5
1	5
1	7
1	6
1	5
1	5
1	5
1	5
1	5
2	6
1	6
1	6
1	6
1	6
2	8
1	6
1	6
1	6
1	5
2	6
1	5
1	6
2	6
1	6
2	6
1	5
1	6
2	6
1	6
2	7
2	7
2	7
2	7
2	7
1	5
1	6
1	5
1	5
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
2	5
1	5
2	5
1	5
1	5
1	5
1	5
1	6
1	6
2	6
1	6
1	6
1	6
1	6
1	4
1	4
1	4
1	4
1	4
1	4
2	7
2	4
1	4
1	4
1	4
3	4
2	10
2	10
2	5
1	5
2	7
2	5
1	6
1	5
1	5
1	5
2	8
2	6
1	6
2	7
2	12
2	7
2	7
2	8
2	6
3	11
3	10
1	9
1	10
3	6
2	6
1	7
2	7
2	7
2	8
2	8
2	9
2	8
2	8
1	7
1	7
1	6
1	5
1	5
1	5
1	5
1	5
1	6
1	7
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
2	5
1	5
3	8
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
2	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
2	7
2	7
2	7
2	8
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
4	16
2	8
4	16
4	16
4	16
4	16
4	16
4	16
2	6
1	6
1	6
1	5
2	6
3	6
3	10
2	6
1	4
1	6
1	4
1	4
1	4
1	5
1	6
1	5
1	6
1	6
1	6
1	6
2	8
2	8
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
2	6
2	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
2	6
1	6
2	7
1	6
2	7
1	6
1	6
1	6
1	5
1	6
1	6
2	7
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	6
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	6
2	6
1	6
1	6
1	6
1	7
2	7
2	5
1	7
1	7
2	8
1	7
1	8
1	8
1	7
2	7
2	7
1	6
2	6
1	6
1	6
3	8
2	6
1	8
3	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
3	9
1	6
1	6
2	6
1	6
1	6
2	6
1	8
2	6
1	5
2	6
2	6
1	6
2	7
1	7
1	7
2	7
1	6
2	6
3	8
2	6
2	6
3	7
2	7
2	7
3	7
3	7
1	6
2	8
2	7
2	11
1	8
1	9
1	8
1	6
2	9
1	8
2	8
2	8
2	10
1	10
2	6
2	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
2	6
3	6
2	6
2	6
3	8
2	6
3	6
1	6
1	6
1	6
1	6
1	6
1	5
1	5
1	6
1	6
1	6
1	5
1	8
1	5
1	6
1	5
1	5
1	5
1	5
1	6
1	5
1	5
1	5
1	5
1	5
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	7
2	7
3	7
3	7
3	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	7
1	6
1	6
1	6
3	6
2	6
1	6
2	7
2	7
1	6
1	7
1	6
1	6
1	6
1	6
1	6
1	7
1	7
2	7
1	7
1	7
1	7
1	5
2	5
1	6
2	6
1	6
1	6
1	5
1	5
1	6
1	6
1	6
1	6
1	7
1	6
1	6
1	7
1	6
2	8
1	7
2	6
2	6
1	7
1	7
1	7
1	7
2	8
1	5
1	5
1	6
1	5
2	8
3	6
1	7
2	7
2	7
2	7
1	6
1	6
1	6
1	6
1	5
1	6
5	14
3	9
3	9
3	8
1	6
1	6
2	6
2	6
1	5
4	9
1	5
1	5
2	6
2	6
1	7
4	12
2	6
1	5
1	7
1	5
2	8
4	12
2	5
4	12
2	5
4	12
1	9
1	6
1	7
1	5
1	6
1	5
1	5
2	8
2	7
1	7
1	6
1	6
1	6
1	4
2	6
2	6
2	8
2	5
1	6
4	12
1	5
1	5
1	6
4	12
2	5
3	7
2	7
2	8
2	9
1	6
3	8
1	5
1	4
2	5
2	6
1	5
1	4
1	5
2	4
1	4
1	4
2	6
1	4
1	5
1	6
2	7
3	8
1	5
1	6
1	6
2	8
1	5
2	6
1	5
1	6
1	6
1	6
1	6
1	7
2	6
2	8
1	7
1	6
1	7
1	6
1	7
1	7
1	7
1	7
2	7
3	6
1	6
1	6
2	6
1	7
1	8
1	6
2	8
1	5
1	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
3	6
4	12
2	6
2	6
1	5
2	6
2	5
1	5
2	5
1	5
1	7
3	7
3	7
2	6
2	6
1	5
2	6
2	8
2	5
2	8
1	4
2	6
1	5
1	6
1	6
2	9
1	8
3	8
3	6
2	8
1	4
2	9
2	6
2	7
2	7
1	4
1	7
1	7
3	9
3	9
1	9
1	5
1	5
1	6
1	5
4	12
1	5
1	6
1	5
1	4
1	5
2	7
2	5
1	5
1	5
1	6
2	6
4	16
1	6
3	8
3	8
1	5
2	6
3	11
1	9
2	6
2	6
2	5
2	6
2	6
2	6
1	6
3	9
3	9
1	7
3	6
3	9
3	9
2	7
2	8
1	6
1	6
1	7
1	7
1	7
1	7
1	6
1	8
2	6
1	5
2	5
2	6
1	7
1	7
3	6
1	5
3	8
1	5
1	4
2	4
2	6
1	4
1	5
1	5
1	4
2	5
2	4
1	4
1	6
1	6
2	7
3	8
2	7
1	6
2	6
2	6
2	5
1	5
1	6
2	6
2	6
2	5
1	5
3	8
3	9
1	5
4	10
2	6
3	7
3	10
2	9
1	6
2	5
2	8
2	9
2	7
1	10
2	7
1	5
1	7
1	5
1	6
3	10
1	6
3	8
2	9
1	7
1	7
1	6
2	8
2	8
2	6
1	7
1	7
3	12
1	6
1	4
2	6
1	6
1	7
1	5
1	7
1	6
1	6
2	6
1	6
1	6
1	7
3	6
2	8
1	7
2	8
1	6
1	5
1	6
1	4
1	6
1	5
1	4
1	5
1	7
2	9
2	6
1	8
2	6
1	8
2	6
1	7
1	6
1	6
2	7
1	6
3	7
2	7
2	7
1	7
1	5
4	12
2	6
1	5
1	6
1	7
1	7
1	5
1	8
1	4
2	5
1	5
1	6
1	6
1	5
2	6
2	6
1	6
1	8
2	8
2	8
2	8
2	7
2	6
1	7
1	7
2	8
2	5
2	8
3	7
3	7
3	7
3	7
1	4
3	8
1	4
1	5
1	4
1	5
2	7
1	7
2	5
2	8
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
2	6
4	12
4	12
2	6
1	6
1	6
1	7
1	6
1	8
1	6
1	6
2	6
2	5
2	4
2	5
2	5
2	5
1	7
1	7
2	7
2	7
1	7
2	7
1	7
1	7
3	9
1	5
1	6
1	7
1	7
2	7
1	6
2	7
3	8
3	8
1	4
2	6
2	6
2	6
1	6
1	8
1	7
1	6
1	8
1	9
4	12
4	12
1	6
1	7
1	5
1	6
1	5
1	7
2	7
1	5
2	7
1	4
1	5
1	5
3	9
2	7
2	7
1	9
1	7
1	7
2	8
2	6
2	7
2	9
1	6
1	6
1	8
1	8
1	6
2	8
2	7
1	5
2	6
2	6
3	5
1	5
1	5
1	6
1	7
2	7
1	7
1	7
1	6
1	5
2	7
1	5
3	7
2	7
4	8
