01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	1
01	3
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
02	1
